CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
45261211-6;Ziegeldachdeckarbeiten;Roof-tiling work;Colocación de tejas;Travaux de couverture en tuiles;Colocação de telhas;45261211
45262110-5;Abbau von Gerüsten;Scaffolding dismantling work;Desmantelamiento de andamios;Travaux de démontage d'échafaudages;Desmontagem de andaimes;45262110
45262360-2;Zementierungsarbeiten;Cementing work;Trabajos de consolidación con cemento;Travaux de cimentation;Trabalhos de cimentação;45262360
45262522-6;Mauerwerksarbeiten;Masonry work;Trabajos de mampostería;Travaux de maçonnerie;Obras de alvenaria;45262522
45316211-7;Installation von beleuchteten Straßenschildern;Installation of illuminated road signs;Instalación de señales luminosas para carretera;Installation de panneaux lumineux de signalisation;Instalação de sinais luminosos para estradas;45316211
45343230-4;Installation von Sprinkleranlagen;Sprinkler systems installation work;Trabajos de instalación de sistemas de aspersión automática;Travaux d'installation de systèmes de pulvérisation d'eau;Instalação de sistemas de aspersão (sprinkler);45343230
45421146-9;Einbau von abgehängten Decken;Installation of suspended ceilings;Instalación de falsos techos;Mise en place de plafonds suspendus;Instalação de tectos suspensos;45421146
45451100-4;Ornamentierungsarbeiten;Ornamentation fitting work;Trabajos de ornamentación;Travaux d'ornementation;Colocação de ornamentos;45451100
45454000-4;Mit der Umstrukturierung verbundene Arbeiten;Restructuring work;Trabajos de reestructuración;Travaux de restructuration;Obras de reestruturação;45454000
48443000-5;Buchhaltungssoftwarepaket;Accounting software package;Paquetes de software de contabilidad;Logiciels comptables;Pacote de software para contabilidade;48443000
48451000-4;Softwarepaket für die Unternehmensressourcenplanung (ERP);Enterprise resource planning software package;Paquetes de software de planificación de recursos empresariales;Logiciels de planification des ressources de l'entreprise;Pacote de software para planeamento de recursos empresariais;48451000
48761000-0;Antivirensoftwarepaket;Anti-virus software package;Paquetes de software antivirus;Logiciels antivirus;Pacote de software antivírus;48761000
48790000-2;Versionsprüfungssoftwarepaket;Version checker software package;Paquetes de software de comprobación de versiones;Logiciels de vérification des versions;Pacote de software para verificador de versões;48790000
48814100-8;Informationssysteme für Pflegestationen;Nursing information system;Sistema de información de enfermería;Système d'information dans le domaine de l'infirmerie;Sistema de informação sobre enfermagem;48814100
48940000-9;Musterentwurfs- und Kalendersoftwarepaket;Pattern design and calendar software package;Paquetes de software de diseños y calendario;Logiciels de création de patrons et de calendriers;Pacote de software para concepção de padrões e calendário;48940000
50116000-1;Wartungs- und Reparaturdienste für Spezialteile von Fahrzeugen;Maintenance and repair services related to specific parts of vehicles;Servicios de mantenimiento y reparación relacionados con partes específicas de vehículos;Services de réparation et d'entretien de pièces spéciales de véhicules;Serviços de manutenção e reparação relacionados com peças específicas para veículos;50116000
50116600-7;Reparatur und Wartung von Anlassern;Repair and maintenance services of starter motors;Servicios de reparación y mantenimiento de motores de arranque;Services de réparation et d'entretien de moteurs de démarrage;Serviços de reparação e manutenção de motores de arranque;50116600
50211310-3;Instandsetzung von Flugtriebwerken;Reconditioning services of aircraft engines;Servicios de reacondicionamiento de motores de aviación;Services de remise en état de moteurs d'aéronefs;Serviços de recuperação de motores de aeronaves;50211310
50323100-6;Wartung von Computerperipheriegeräten;Maintenance of computer peripherals;Mantenimiento de periféricos informáticos;Maintenance de périphériques d'ordinateur;Manutenção de periféricos;50323100
50334300-8;Reparatur und Wartung von drahtgebundenen Fernschreibern;Repair and maintenance services of line telex equipment;Servicios de reparación y mantenimiento de equipos de télex por hilo;Services de réparation et d'entretien de matériel de télex par fil;Serviços de reparação e manutenção de equipamento de telex por fio;50334300
50511200-2;Reparatur und Wartung von Gaspumpen;Repair and maintenance services of gas pumps;Servicios de reparación y mantenimiento de bombas de gas;Services de réparation et d'entretien de pompes à gaz;Serviços de reparação e manutenção de bombas de gás;50511200
50712000-9;Reparatur und Wartung von mechanischen Einrichtungen in Gebäuden;Repair and maintenance services of mechanical building installations;Servicios de reparación y mantenimiento de equipos mecánicos de edificios;Services de réparation et d'entretien d'installations mécaniques de bâtiment;Serviços de reparação e manutenção de equipamento mecânico em edifícios;50712000
50820000-9;Reparatur von Lederwaren;Repair services of leather personal goods;Servicios de reparación de artículos personales de cuero;Services de réparation d'articles en cuir;Serviços de reparação de artigos pessoais em couro;50820000
50850000-8;Reparatur und Wartung von Möbeln;Repair and maintenance services of furniture;Servicios de reparación y mantenimiento de mobiliario;Services de réparation et d'entretien de meubles;Serviços de reparação e manutenção de mobiliário;50850000
51120000-9;Installation von mechanischen Einrichtungen;Installation services of mechanical equipment;Servicios de instalación de equipos mecánicos;Services d'installation de matériel mécanique;Serviços de instalação de equipamento mecânico;51120000
51415000-4;Installation von Elektrotherapiegeräten;Installation services of electrotherapy equipment;Servicios de instalación de equipos de electroterapia;Services d'installation de matériel d'électrothérapie;Serviços de instalação de equipamento de electroterapia;51415000
51420000-2;Installation von chirurgischen Einrichtungen;Installation services of surgical equipment;Servicios de instalación de equipo quirúrgico;Services d'installation de matériel chirurgical;Serviços de instalação de equipamento cirúrgico;51420000
51430000-5;Installation von labortechnischen Anlagen;Installation services of laboratory equipment;Servicios de instalación de equipo técnico de laboratorio;Services d'installation de matériel de laboratoire;Serviços de instalação de equipamento de laboratório;51430000
51545000-4;Installation von öffentlichen Briefkästen;Installation services of street mailboxes;Servicios de instalación de buzones de exterior;Services d'installation de boîtes à lettres publiques;Serviços de instalação de caixas do correio exteriores;51545000
55900000-9;Einzelhandelsdienste;Retail trade services;Servicios comerciales al por menor;Services de vente au détail;Serviços de comércio a retalho;55900000
60444100-3;Dienstleistungen von Piloten;Pilot services;Servicios de piloto;Services de pilotage;Serviços de pilotagem;60444100
60651100-7;Vermietung von Seeschiffen mit Besatzung;Hire of sea-going vessels with crew;Alquiler de embarcaciones de navegación marítima, con tripulación;Location de navires de mer avec équipage;Aluguer de embarcações marítimas, com tripulação;60651100
63515000-2;Reisedienste;Travel services;Servicios de viajes;Services de voyages;Serviços de viagens;63515000
63712400-7;Betrieb von Parkplätzen und Parkhäusern;Parking services;Servicios de estacionamiento;Services de parc de stationnement;Serviços de estacionamento;63712400
63725000-7;Bergung und Wiederflottmachung;Salvage and refloating services;Servicios de salvamento y puesta a flote;Services de sauvetage et de renflouage;Serviços de salvamento e de reflutuação;63725000
63726100-5;Registrierung von Schiffen;Vessel registration services;Servicios de matriculación de embarcaciones;Services d'enregistrement des navires;Serviços de registo de embarcações;63726100
64214100-0;Vermietung von Satellitenverbindungen;Satellite circuit rental services;Servicios de alquiler de circuitos por satélite;Services de location de circuits par satellite;Serviços de aluguer de circuitos-satélite;64214100
64226000-6;Telematikdienste;Telematics services;Servicios de telemática;Services de télématique;Serviços de telemática;64226000
66514110-0;Kraftfahrzeugversicherungen;Motor vehicle insurance services;Servicios de seguros de automóviles;Services d'assurance de véhicules à moteur;Serviços de seguro automóvel;66514110
66600000-6;Finanzen und Liquiditätssteuerung;Treasury services;Servicios de tesorería;Services de trésorerie;Serviços de tesouraria;66600000
70121200-7;Kauf von Gebäuden;Building purchase services;Servicios de compra de edificios;Services d'achat d'immeubles;Serviços de compra de edifícios;70121200
71221000-3;Dienstleistungen von Architekturbüros bei Gebäuden;Architectural services for buildings;Servicios de arquitectura para edificios;Services d'architecte pour les bâtiments;Serviços de arquitectura para edifícios;71221000
71241000-9;Durchführbarkeitsstudie, Beratung, Analyse;Feasibility study, advisory service, analysis;Estudio de viabilidad, servicios de asesoramiento, análisis;Études de faisabilité, service de conseil, analyse;Estudo de viabilidade, serviço consultivo, análise;71241000
71316000-6;Beratung in der Fernmeldetechnik;Telecommunication consultancy services;Servicios de consultoría en telecomunicaciones;Services de conseil en télécommunications;Serviços de consultoria em matéria de telecomunicações;71316000
71318100-1;Dienstleistungen für Lichttechnik und Tageslichttechnik;Artificial and natural lighting engineering services for buildings;Servicios de luminotecnia y de iluminación natural;Services pour les techniques d'éclairage naturel et artificiel;Serviços de iluminação natural e artificial;71318100
71335000-5;Technische Studien;Engineering studies;Estudios de ingeniería;Études techniques;Estudos de engenharia;71335000
71350000-6;Wissenschaftliche und technische Dienstleistungen im Ingenieurwesen;Engineering-related scientific and technical services;Servicios científicos y técnicos relacionados con la ingeniería;Services scientifiques et techniques dans le domaine de l'ingénierie;Serviços técnicos e científicos relacionados com a engenharia;71350000
71620000-0;Analysen;Analysis services;Servicios de análisis;Services d'analyses;Serviços de análise;71620000
71900000-7;Labordienste;Laboratory services;Servicios de laboratorio;Services de laboratoire;Serviços laboratoriais;71900000
72212221-4;Entwicklung von Internetbrowsersoftware;Internet browsing software development services;Servicios de desarrollo de software de navegación en Internet;Services de développement de logiciels de navigation sur l'internet;Serviços de desenvolvimento de software para busca (browsing) na Internet;72212221
72212300-2;Entwicklung von Software für Dokumentenerstellung, Zeichnen, Bildverarbeitung, Terminplanung und Produktivität;Document creation, drawing, imaging, scheduling and productivity software development services;Servicios de desarrollo de software de creación de documentos, dibujo, tratamiento de imágenes, planificación y productividad;Services de développement de logiciels de création de documents, de dessin, de traitement de l'image, d'ordonnancemennt et de productivité;Serviços de desenvolvimento de software para criação de documentos, desenho, imagens, gestão de tarefas e produtividade;72212300
72212314-3;Entwicklung von Spracherkennungssoftware;Voice recognition software development services;Servicios de desarrollo de software de reconocimiento vocal;Services de développement de logiciels de reconnaissance vocale;Serviços de desenvolvimento de software para reconhecimento vocal;72212314
72212445-0;Entwicklung von Software für das Kundenbeziehungsmanagement (CRM);Customer Relation Management software development services;Servicios de desarrollo de software de gestión de relaciones con el consumidor;Services de développement de logiciels de gestion des relations clientèle (CRM);Serviços de desenvolvimento de software para gestão da relação com os clientes;72212445
72212630-4;Entwicklung von Betriebssystemsoftware für Minicomputer;Minicomputer operating system software development services;Servicios de desarrollo de software de sistema operativo de miniordenador;Services de développement de logiciels de système d'exploitation de mini-ordinateur;Serviços de desenvolvimento de software para sistemas operativos de minicomputadores;72212630
72212740-8;Entwicklung von Übersetzungssoftware;Foreign language translation software development services;Servicios de desarrollo de software de traducción de lenguas extranjeras;Services de développement de logiciels de traduction de langues étrangères;Serviços de desenvolvimento de software para tradução de línguas estrangeiras;72212740
72212940-0;Entwicklung von Musterentwurfs- und Kalendersoftware;Pattern design and calendar software development services;Servicios de desarrollo de software de diseños y calendario;Services de développement de logiciels de création de patrons et de gestion des calendriers;Serviços de desenvolvimento de software para concepção de padrões e calendário;72212940
72243000-0;Programmierung;Programming services;Servicios de programación;Services de programmation;Serviços de programação;72243000
